SampleID	Name	Plant_ID	Type	Experiment	Cohort	Harvested	Age	Site	Treatment	Line	Genotype	Block	oldPlate	newPlate	Analysis
M1982P718	9_0799.leaf	9_0799	leaf	ecotypes	2009	2012	3	Jam	field	SILLow.3	SIL	9_17	p207	M1982	Ecotypes
M1959P1185	9_0799.root	9_0799	root	ecotypes	2009	2012	3	Jam	field	SILLow.3	SIL	9_17	p212	M1959	Ecotypes
M1960P1202	9_0802.leaf	9_0802	leaf	ecotypes	2009	2012	3	Jam	field	PAR.10.A6	PAR	9_17	p213	M1960	Ecotypes
M1960P1256	9_0802.root	9_0802	root	ecotypes	2009	2012	3	Jam	field	PAR.10.A6	PAR	9_17	p213	M1960	Ecotypes
M1982P727	9_0804.leaf	9_0804	leaf	ecotypes	2009	2011	2	Jam	field	PAR.21.B2	PAR	9_17	p207	M1982	Ecotypes
M1555P233	9_0804.root	9_0804 	root	ecotypes	2009	2011	2	Jam	field	PAR.21.B2	PAR	9_17	p202	M1555	Ecotypes
M1554P152	9_0826.leaf	9_0826	leaf	ecotypes	2009	2012	3	Mah	field	JAM.22.A	JAM	9_18	p201	M1554	Ecotypes
M1961P1297	9_0826.root	9_0826	root	ecotypes	2009	2012	3	Mah	field	JAM.22.A	JAM	9_18	p214	M1961	Ecotypes
M1980P521	9_0834.leaf	9_0834	leaf	ecotypes	2009	2011	2	Mah	field	MAH.48.A	MAH	9_18	p205	M1980	Ecotypes
M1555P194	9_0839.leaf	9_0839	leaf	ecotypes	2009	2012	3	Mah	field	MAH.8.A1	MAH	9_18	p202	M1555	Ecotypes
M1981P595	9_0840.leaf	9_0840	leaf	ecotypes	2009	2011	2	Mah	field	PAR.17.A1	PAR	9_18	p206	M1981	Ecotypes
M1955P762	9_0840.root	9_0840	root	ecotypes	2009	2011	2	Mah	field	PAR.17.A1	PAR	9_18	p208	M1955	Ecotypes
M1981P596	9_0842.leaf	9_0842	leaf	ecotypes	2009	2011	2	Mah	field	MIL.54.A	MIL	9_18	p206	M1981	Ecotypes
M1982P677	9_0842.root	9_0842	root	ecotypes	2009	2011	2	Mah	field	MIL.54.A	MIL	9_18	p207	M1982	Ecotypes
M1982P668	9_0845.leaf	9_0845	leaf	ecotypes	2009	2011	2	Mah	field	SILLow.3	SIL	9_18	p207	M1982	Ecotypes
M1982P653	9_0845.root	9_0845	root	ecotypes	2009	2011	2	Mah	field	SILLow.3	SIL	9_18	p207	M1982	Ecotypes
M1977P1710	9_0848.leaf	9_0848	leaf	ecotypes	2009	2011	2	Mah	field	JAM.1.A	JAM	9_18	p217	M1977	Ecotypes
M1980P495	9_0848.root	9_0848	root	ecotypes	2009	2011	2	Mah	field	JAM.1.A	JAM	9_18	p205	M1980	Ecotypes
M1551P74	9_0849.leaf	9_0849	leaf	ecotypes	2009	2012	3	Mah	field	PAR.10.A6	PAR	9_18	p200	M1551	Ecotypes
M1958P1091	9_0849.root	9_0849	root	ecotypes	2009	2012	3	Mah	field	PAR.10.A6	PAR	9_18	p211	M1958	Ecotypes
M1981P567	9_0864.leaf	9_0864	leaf	ecotypes	2009	2011	2	Mah	field	SILupper.2	SIL	9_18	p206	M1981	Ecotypes
M1955P753	9_0864.root	9_0864	root	ecotypes	2009	2011	2	Mah	field	SILupper.2	SIL	9_18	p208	M1955	Ecotypes
M1982P723	9_0868.leaf	9_0868	leaf	ecotypes	2009	2012	3	Sil	field	JAM.17.A	JAM	9_19	p207	M1982	Ecotypes
M1981P610	9_0868.root	9_0868	root	ecotypes	2009	2012	3	Sil	field	JAM.17.A	JAM	9_19	p206	M1981	Ecotypes
M1555P185	9_0873.leaf	9_0873	leaf	ecotypes	2009	2012	3	Sil	field	MIL.32.A1	MIL	9_19	p202	M1555	Ecotypes
M1982P650	9_0873.root	9_0873	root	ecotypes	2009	2012	3	Sil	field	MIL.32.A1	MIL	9_19	p207	M1982	Ecotypes
M1690P1396	9_0874.leaf	9_0874	leaf	ecotypes	2009	2012	3	Sil	field	MAH.48.A	MAH	9_19	p215	M1690	Ecotypes
M1982P657	9_0874.root	9_0874	root	ecotypes	2009	2012	3	Sil	field	MAH.48.A	MAH	9_19	p207	M1982	Ecotypes
M1979P401	9_0876.leaf	9_0876	leaf	ecotypes	2009	2012	3	Sil	field	MAH.8.A1	MAH	9_19	p204	M1979	Ecotypes
M1960P1266	9_0876.root	9_0876	root	ecotypes	2009	2012	3	Sil	field	MAH.8.A1	MAH	9_19	p213	M1960	Ecotypes
M1979P391	9_0881.leaf	9_0881	leaf	ecotypes	2009	2012	3	Sil	field	PAR.9.A1	PAR	9_19	p204	M1979	Ecotypes
M1956P863	9_0881.root	9_0881	root	ecotypes	2009	2012	3	Sil	field	PAR.9.A1	PAR	9_19	p209	M1956	Ecotypes
M1957P998	9_0882.leaf	9_0882	leaf	ecotypes	2009	2011	2	Sil	field	JAM.26.A	JAM	9_19	p210	M1957	Ecotypes
M1554P141	9_0882.root	9_0882 	root	ecotypes	2009	2011	2	Sil	field	JAM.26.A	JAM	9_19	p201	M1554	Ecotypes
M1977P1722	9_0891.leaf	9_0891	leaf	ecotypes	2009	2011	2	Sil	field	SILLow.3	SIL	9_19	p217	M1977	Ecotypes
M1979P373	9_0891.root	9_0891 	root	ecotypes	2009	2011	2	Sil	field	SILLow.3	SIL	9_19	p204	M1979	Ecotypes
M1959P1168	9_0900.leaf	9_0900	leaf	ecotypes	2009	2011	2	Sil	field	PAR.22.A2	PAR	9_19	p212	M1959	Ecotypes
M1979P387	9_0900.root	9_0900 	root	ecotypes	2009	2011	2	Sil	field	PAR.22.A2	PAR	9_19	p204	M1979	Ecotypes
M1959P1159	9_0907.leaf	9_0907	leaf	ecotypes	2009	2011	2	Sil	field	MAH.5.A	MAH	9_19	p212	M1959	Ecotypes
M1978P292	9_0907.root	9_0907 	root	ecotypes	2009	2011	2	Sil	field	MAH.5.A	MAH	9_19	p203	M1978	Ecotypes
M1551P39	9_0908.leaf	9_0908	leaf	ecotypes	2009	2012	3	Sil	field	PAR.10.A6	PAR	9_19	p200	M1551	Ecotypes
M1980P518	9_0908.root	9_0908	root	ecotypes	2009	2012	3	Sil	field	PAR.10.A6	PAR	9_19	p205	M1980	Ecotypes
M1958P1023	9_0909.leaf	9_0909	leaf	ecotypes	2009	2011	2	Sil	field	MIL.70.A	MIL	9_19	p211	M1958	Ecotypes
M1978P291	9_0909.root	9_0909 	root	ecotypes	2009	2011	2	Sil	field	MIL.70.A	MIL	9_19	p203	M1978	Ecotypes
M1979P386	9_0911.leaf	9_0911	leaf	ecotypes	2009	2012	3	Sil	field	JAM.22.A	JAM	9_19	p204	M1979	Ecotypes
M1957P1010	9_0930.root	9_0930	root	ecotypes	2009	2012	3	Mil	field	SILLow.5	SIL	9_20	p210	M1957	Ecotypes
M1555P262	9_0953.leaf	9_0953	leaf	ecotypes	2009	2012	3	Mil	field	PAR.9.A1	PAR	9_20	p202	M1555	Ecotypes
M1978P277	9_0953.root	9_0953 	root	ecotypes	2009	2011	2	Mil	field	PAR.9.A1	PAR	9_20	p203	M1978	Ecotypes
M1958P1046	9_0964.leaf	9_0964	leaf	ecotypes	2009	2012	3	Mah	field	PAR.10.A6	PAR	9_21	p211	M1958	Ecotypes
M1982P669	9_0964.root	9_0964	root	ecotypes	2009	2012	3	Mah	field	PAR.10.A6	PAR	9_21	p207	M1982	Ecotypes
M1554P120	9_0973.leaf	9_0973	leaf	ecotypes	2009	2012	3	Mah	field	MIL.60.A	MIL	9_21	p201	M1554	Ecotypes
M1982P656	9_0979.leaf	9_0979	leaf	ecotypes	2009	2011	2	Mah	field	MIL.70.A	MIL	9_21	p207	M1982	Ecotypes
M1981P634	9_0979.root	9_0979	root	ecotypes	2009	2011	2	Mah	field	MIL.70.A	MIL	9_21	p206	M1981	Ecotypes
M1981P640	9_0981.leaf	9_0981	leaf	ecotypes	2009	2011	2	Mah	field	SILLow.8	SIL	9_21	p206	M1981	Ecotypes
M1981P554	9_0981.root	9_0981	root	ecotypes	2009	2011	2	Mah	field	SILLow.8	SIL	9_21	p206	M1981	Ecotypes
M1957P962	9_0983.root	9_0983	root	ecotypes	2009	2012	3	Mah	field	JAM.22.A	JAM	9_21	p210	M1957	Ecotypes
M1977P1736	9_0985.root	9_0985	root	ecotypes	2009	2012	3	Mah	field	MAH.48.A	MAH	9_21	p217	M1977	Ecotypes
M1977P1707	9_0986.leaf	9_0986	leaf	ecotypes	2009	2012	3	Mah	field	JAM.6.A	JAM	9_21	p217	M1977	Ecotypes
M1982P681	9_0988.leaf	9_0988	leaf	ecotypes	2009	2011	2	Mah	field	PAR.13.A	PAR	9_21	p207	M1982	Ecotypes
M1977P1713	9_0988.root	9_0988	root	ecotypes	2009	2011	2	Mah	field	PAR.13.A	PAR	9_21	p217	M1977	Ecotypes
M1980P546	9_0991.leaf	9_0991	leaf	ecotypes	2009	2011	2	Mah	field	MAH.38.B	MAH	9_21	p205	M1980	Ecotypes
M1980P528	9_0991.root	9_0991	root	ecotypes	2009	2011	2	Mah	field	MAH.38.B	MAH	9_21	p205	M1980	Ecotypes
M1978P357	9_0993.leaf	9_0993	leaf	ecotypes	2009	2012	3	Mah	field	MIL.32.A1	MIL	9_21	p203	M1978	Ecotypes
M1982P660	9_0993.root	9_0993	root	ecotypes	2009	2012	3	Mah	field	MIL.32.A1	MIL	9_21	p207	M1982	Ecotypes
M1982P675	9_1002.leaf	9_1002	leaf	ecotypes	2009	2011	2	Mah	field	JAM.7.B	JAM	9_21	p207	M1982	Ecotypes
M1982P714	9_1002.root	9_1002	root	ecotypes	2009	2011	2	Mah	field	JAM.7.B	JAM	9_21	p207	M1982	Ecotypes
M1551P9	9_1006.leaf	9_1006	leaf	ecotypes	2009	2012	3	Mah	field	SILLow.3	SIL	9_21	p200	M1551	Ecotypes
M1955P755	9_1006.root	9_1006	root	ecotypes	2009	2012	3	Mah	field	SILLow.3	SIL	9_21	p208	M1955	Ecotypes
M1551P18	9_1014.leaf	9_1014	leaf	ecotypes	2009	2012	3	Jam	field	JAM.17.A	JAM	9_22	p200	M1551	Ecotypes
M1982P722	9_1014.root	9_1014	root	ecotypes	2009	2012	3	Jam	field	JAM.17.A	JAM	9_22	p207	M1982	Ecotypes
M1978P363	9_1027.leaf	9_1027	leaf	ecotypes	2009	2012	3	Jam	field	MAH.8.A1	MAH	9_22	p203	M1978	Ecotypes
M1980P472	9_1027.root	9_1027	root	ecotypes	2009	2012	3	Jam	field	MAH.8.A1	MAH	9_22	p205	M1980	Ecotypes
M1981P630	9_1041.leaf	9_1041	leaf	ecotypes	2009	2011	2	Jam	field	JAM.1.A	JAM	9_22	p206	M1981	Ecotypes
M1979P414	9_1041.root	9_1041 	root	ecotypes	2009	2011	2	Jam	field	JAM.1.A	JAM	9_22	p204	M1979	Ecotypes
M1982P706	9_1043.leaf	9_1043	leaf	ecotypes	2009	2011	2	Jam	field	MIL.32.A1	MIL	9_22	p207	M1982	Ecotypes
M1979P415	9_1043.root	9_1043 	root	ecotypes	2009	2011	2	Jam	field	MIL.32.A1	MIL	9_22	p204	M1979	Ecotypes
M1955P761	9_1046.leaf	9_1046	leaf	ecotypes	2009	2011	2	Jam	field	SILLow.3	SIL	9_22	p208	M1955	Ecotypes
M1551P66	9_1046.root	9_1046 	root	ecotypes	2009	2011	2	Jam	field	SILLow.3	SIL	9_22	p200	M1551	Ecotypes
M1981P625	9_1047.leaf	9_1047	leaf	ecotypes	2009	2011	2	Jam	field	MAH.48.A	MAH	9_22	p206	M1981	Ecotypes
M1551P47	9_1047.root	9_1047 	root	ecotypes	2009	2011	2	Jam	field	MAH.48.A	MAH	9_22	p200	M1551	Ecotypes
M1982P735	9_1054.leaf	9_1054	leaf	ecotypes	2009	2011	2	Jam	field	PAR.10.A6	PAR	9_22	p207	M1982	Ecotypes
M1957P956	9_1065.leaf	9_1065	leaf	ecotypes	2009	2011	2	Sil	field	MAH.37.A	MAH	9_23	p210	M1957	Ecotypes
M1551P36	9_1065.root	9_1065 	root	ecotypes	2009	2011	2	Sil	field	MAH.37.A	MAH	9_23	p200	M1551	Ecotypes
M1961P1305	9_1066.leaf	9_1066	leaf	ecotypes	2009	2011	2	Sil	field	JAM.7.B	JAM	9_23	p214	M1961	Ecotypes
M1551P6	9_1066.root	9_1066 	root	ecotypes	2009	2011	2	Sil	field	JAM.7.B	JAM	9_23	p200	M1551	Ecotypes
M1958P1073	9_1067.leaf	9_1067	leaf	ecotypes	2009	2011	2	Sil	field	SILLow.3	SIL	9_23	p211	M1958	Ecotypes
M1978P328	9_1067.root	9_1067 	root	ecotypes	2009	2011	2	Sil	field	SILLow.3	SIL	9_23	p203	M1978	Ecotypes
M1554P174	9_1077.leaf	9_1077	leaf	ecotypes	2009	2012	3	Sil	field	JAM.22.A	JAM	9_23	p201	M1554	Ecotypes
M1982P678	9_1077.root	9_1077	root	ecotypes	2009	2012	3	Sil	field	JAM.22.A	JAM	9_23	p207	M1982	Ecotypes
M1978P326	9_1081.leaf	9_1081	leaf	ecotypes	2009	2012	3	Sil	field	PAR.10.A6	PAR	9_23	p203	M1978	Ecotypes
M1960P1253	9_1081.root	9_1081	root	ecotypes	2009	2012	3	Sil	field	PAR.10.A6	PAR	9_23	p213	M1960	Ecotypes
M1956P889	9_1082.leaf	9_1082	leaf	ecotypes	2009	2011	2	Sil	field	PAR.7.B1	PAR	9_23	p209	M1956	Ecotypes
M1551P4	9_1082.root	9_1082 	root	ecotypes	2009	2011	2	Sil	field	PAR.7.B1	PAR	9_23	p200	M1551	Ecotypes
M1960P1277	9_1084.leaf	9_1084	leaf	ecotypes	2009	2011	2	Sil	field	MIL.70.A	MIL	9_23	p213	M1960	Ecotypes
M1979P403	9_1104.leaf	9_1104	leaf	ecotypes	2009	2012	3	Sil	field	PAR.9.A1	PAR	9_23	p204	M1979	Ecotypes
M1690P1411	9_1104.root	9_1104	root	ecotypes	2009	2012	3	Sil	field	PAR.9.A1	PAR	9_23	p215	M1690	Ecotypes
M1979P419	9_1114.leaf	9_1114	leaf	ecotypes	2009	2011	2	Mil	field	MAH.11.A	MAH	9_24	p204	M1979	Ecotypes
M1977P1693	9_1114.root	9_1114 	root	ecotypes	2009	2011	2	Mil	field	MAH.11.A	MAH	9_24	p217	M1977	Ecotypes
M1551P88	9_1123.leaf	9_1123	leaf	ecotypes	2009	2011	2	Mil	field	JAM.22.A	JAM	9_24	p200	M1551	Ecotypes
M1978P351	9_1123.root	9_1123 	root	ecotypes	2009	2011	2	Mil	field	JAM.22.A	JAM	9_24	p203	M1978	Ecotypes
M1555P257	9_1130.leaf	9_1130	leaf	ecotypes	2009	2011	2	Mil	field	MIL.60.A	MIL	9_24	p202	M1555	Ecotypes
M1551P91	9_1130.root	9_1130 	root	ecotypes	2009	2011	2	Mil	field	MIL.60.A	MIL	9_24	p200	M1551	Ecotypes
M1958P1019	9_1202.leaf	9_1202	leaf	ecotypes	2009	2011	2	Sil	field	SILLow.6	SIL	9_26	p211	M1958	Ecotypes
M1978P311	9_1202.root	9_1202 	root	ecotypes	2009	2011	2	Sil	field	SILLow.6	SIL	9_26	p203	M1978	Ecotypes
M1981P570	9_1206.leaf	9_1206	leaf	ecotypes	2009	2012	3	Sil	field	MIL.32.A1	MIL	9_26	p206	M1981	Ecotypes
M1959P1132	9_1206.root	9_1206	root	ecotypes	2009	2012	3	Sil	field	MIL.32.A1	MIL	9_26	p212	M1959	Ecotypes
M1959P1130	9_1210.leaf	9_1210	leaf	ecotypes	2009	2011	2	Sil	field	SILLow.1	SIL	9_26	p212	M1959	Ecotypes
M1980P542	9_1216.leaf	9_1216	leaf	ecotypes	2009	2012	3	Sil	field	SILLow.3	SIL	9_26	p205	M1980	Ecotypes
M1981P628	9_1216.root	9_1216	root	ecotypes	2009	2012	3	Sil	field	SILLow.3	SIL	9_26	p206	M1981	Ecotypes
M1551P14	9_1218.root	9_1218 	root	ecotypes	2009	2011	2	Sil	field	PAR.9.A1	PAR	9_26	p200	M1551	Ecotypes
M1960P1261	9_1225.leaf	9_1225	leaf	ecotypes	2009	2011	2	Sil	field	MIL.54.A	MIL	9_26	p213	M1960	Ecotypes
M1977P1704	9_1225.root	9_1225 	root	ecotypes	2009	2011	2	Sil	field	MIL.54.A	MIL	9_26	p217	M1977	Ecotypes
M1959P1111	9_1226.leaf	9_1226	leaf	ecotypes	2009	2011	2	Sil	field	MAH.8.A1	MAH	9_26	p212	M1959	Ecotypes
M1554P136	9_1226.root	9_1226 	root	ecotypes	2009	2011	2	Sil	field	MAH.8.A1	MAH	9_26	p201	M1554	Ecotypes
M1979P376	9_1232.leaf	9_1232	leaf	ecotypes	2009	2012	3	Sil	field	JAM.17.A	JAM	9_26	p204	M1979	Ecotypes
M1961P1371	9_1232.root	9_1232	root	ecotypes	2009	2012	3	Sil	field	JAM.17.A	JAM	9_26	p214	M1961	Ecotypes
M1959P1155	9_1234.leaf	9_1234	leaf	ecotypes	2009	2011	2	Sil	field	JAM.1.A	JAM	9_26	p212	M1959	Ecotypes
M1554P137	9_1234.root	9_1234 	root	ecotypes	2009	2011	2	Sil	field	JAM.1.A	JAM	9_26	p201	M1554	Ecotypes
M1555P229	9_1243.leaf	9_1243	leaf	ecotypes	2009	2012	3	Sil	field	PAR.7.B1	PAR	9_26	p202	M1555	Ecotypes
M1981P585	9_1299.leaf	9_1299	leaf	ecotypes	2009	2011	2	Mah	field	MAH.38.B	MAH	9_28	p206	M1981	Ecotypes
M1980P545	9_1299.root	9_1299	root	ecotypes	2009	2011	2	Mah	field	MAH.38.B	MAH	9_28	p205	M1980	Ecotypes
M1554P169	9_1307.leaf	9_1307	leaf	ecotypes	2009	2012	3	Mah	field	JAM.22.A	JAM	9_28	p201	M1554	Ecotypes
M1957P922	9_1307.root	9_1307	root	ecotypes	2009	2012	3	Mah	field	JAM.22.A	JAM	9_28	p210	M1957	Ecotypes
M1981P617	9_1309.leaf	9_1309	leaf	ecotypes	2009	2012	3	Mah	field	JAM.17.A	JAM	9_28	p206	M1981	Ecotypes
M1981P558	9_1309.root	9_1309	root	ecotypes	2009	2012	3	Mah	field	JAM.17.A	JAM	9_28	p206	M1981	Ecotypes
M1980P514	9_1310.leaf	9_1310	leaf	ecotypes	2009	2011	2	Mah	field	MIL.24.A	MIL	9_28	p205	M1980	Ecotypes
M1982P708	9_1310.root	9_1310	root	ecotypes	2009	2011	2	Mah	field	MIL.24.A	MIL	9_28	p207	M1982	Ecotypes
M1955P756	9_1316.leaf	9_1316	leaf	ecotypes	2009	2011	2	Mah	field	SILLow.5	SIL	9_28	p208	M1955	Ecotypes
M1955P751	9_1316.root	9_1316	root	ecotypes	2009	2011	2	Mah	field	SILLow.5	SIL	9_28	p208	M1955	Ecotypes
M1982P719	9_1319.leaf	9_1319	leaf	ecotypes	2009	2012	3	Mah	field	PAR.10.A6	PAR	9_28	p207	M1982	Ecotypes
M1961P1323	9_1319.root	9_1319	root	ecotypes	2009	2012	3	Mah	field	PAR.10.A6	PAR	9_28	p214	M1961	Ecotypes
M1554P156	9_1324.leaf	9_1324	leaf	ecotypes	2009	2012	3	Mah	field	SILLow.3	SIL	9_28	p201	M1554	Ecotypes
M1979P445	9_1324.root	9_1324	root	ecotypes	2009	2012	3	Mah	field	SILLow.3	SIL	9_28	p204	M1979	Ecotypes
M1955P765	9_1325.leaf	9_1325	leaf	ecotypes	2009	2011	2	Mah	field	JAM.26.A	JAM	9_28	p208	M1955	Ecotypes
M1981P605	9_1325.root	9_1325	root	ecotypes	2009	2011	2	Mah	field	JAM.26.A	JAM	9_28	p206	M1981	Ecotypes
M1981P601	9_1335.leaf	9_1335	leaf	ecotypes	2009	2011	2	Mah	field	SILupper.2	SIL	9_28	p206	M1981	Ecotypes
M1982P685	9_1335.root	9_1335	root	ecotypes	2009	2011	2	Mah	field	SILupper.2	SIL	9_28	p207	M1982	Ecotypes
M1555P251	9_1339.leaf	9_1339	leaf	ecotypes	2009	2012	3	Mah	field	MAH.8.A1	MAH	9_28	p202	M1555	Ecotypes
M1959P1181	9_1339.root	9_1339	root	ecotypes	2009	2012	3	Mah	field	MAH.8.A1	MAH	9_28	p212	M1959	Ecotypes
M1980P526	9_1344.leaf	9_1344	leaf	ecotypes	2009	2011	2	Mah	field	PAR.29.B2	PAR	9_28	p205	M1980	Ecotypes
M1982P692	9_1344.root	9_1344	root	ecotypes	2009	2011	2	Mah	field	PAR.29.B2	PAR	9_28	p207	M1982	Ecotypes
M1955P740	9_1354.leaf	9_1354	leaf	ecotypes	2009	2011	2	Jam	field	JAM.7.B	JAM	9_29	p208	M1955	Ecotypes
M1978P322	9_1354.root	9_1354 	root	ecotypes	2009	2011	2	Jam	field	JAM.7.B	JAM	9_29	p203	M1978	Ecotypes
M1982P712	9_1355.leaf	9_1355	leaf	ecotypes	2009	2011	2	Jam	field	MAH.11.A	MAH	9_29	p207	M1982	Ecotypes
M1555P261	9_1355.root	9_1355 	root	ecotypes	2009	2011	2	Jam	field	MAH.11.A	MAH	9_29	p202	M1555	Ecotypes
M1979P456	9_1356.leaf	9_1356	leaf	ecotypes	2009	2011	2	Jam	field	PAR.19.B	PAR	9_29	p204	M1979	Ecotypes
M1555P201	9_1356.root	9_1356 	root	ecotypes	2009	2011	2	Jam	field	PAR.19.B	PAR	9_29	p202	M1555	Ecotypes
M1982P654	9_1358.leaf	9_1358	leaf	ecotypes	2009	2011	2	Jam	field	SILLow.6	SIL	9_29	p207	M1982	Ecotypes
M1979P427	9_1358.root	9_1358 	root	ecotypes	2009	2011	2	Jam	field	SILLow.6	SIL	9_29	p204	M1979	Ecotypes
M1554P181	9_1364.leaf	9_1364	leaf	ecotypes	2009	2012	3	Jam	field	MIL.32.A1	MIL	9_29	p201	M1554	Ecotypes
M1955P747	9_1364.root	9_1364	root	ecotypes	2009	2012	3	Jam	field	MIL.32.A1	MIL	9_29	p208	M1955	Ecotypes
M1978P342	9_1370.leaf	9_1370	leaf	ecotypes	2009	2012	3	Jam	field	JAM.22.A	JAM	9_29	p203	M1978	Ecotypes
M1955P778	9_1370.root	9_1370	root	ecotypes	2009	2012	3	Jam	field	JAM.22.A	JAM	9_29	p208	M1955	Ecotypes
M1982P717	9_1382.leaf	9_1382	leaf	ecotypes	2009	2011	2	Jam	field	MIL.70.A	MIL	9_29	p207	M1982	Ecotypes
M1978P330	9_1382.root	9_1382 	root	ecotypes	2009	2011	2	Jam	field	MIL.70.A	MIL	9_29	p203	M1978	Ecotypes
M1979P435	9_1396.leaf	9_1396	leaf	ecotypes	2009	2011	2	Mil	field	MAH.48.A	MAH	9_30	p204	M1979	Ecotypes
M1978P283	9_1396.root	9_1396 	root	ecotypes	2009	2011	2	Mil	field	MAH.48.A	MAH	9_30	p203	M1978	Ecotypes
M1551P33	9_1402.leaf	9_1402	leaf	ecotypes	2009	2011	2	Mil	field	MIL.68.B	MIL	9_30	p200	M1551	Ecotypes
M1554P178	9_1402.root	9_1402 	root	ecotypes	2009	2011	2	Mil	field	MIL.68.B	MIL	9_30	p201	M1554	Ecotypes
M1555P211	9_1415.leaf	9_1415	leaf	ecotypes	2009	2011	2	Mil	field	PAR.19.B	PAR	9_30	p202	M1555	Ecotypes
M1551P24	9_1415.root	9_1415 	root	ecotypes	2009	2011	2	Mil	field	PAR.19.B	PAR	9_30	p200	M1551	Ecotypes
M1554P155	9_1423.leaf	9_1423	leaf	ecotypes	2009	2011	2	Mil	field	MIL.20.B	MIL	9_30	p201	M1554	Ecotypes
M1979P436	9_1423.root	9_1423 	root	ecotypes	2009	2011	2	Mil	field	MIL.20.B	MIL	9_30	p204	M1979	Ecotypes
M1979P380	9_1425.leaf	9_1425	leaf	ecotypes	2009	2011	2	Mil	field	SILLow.6	SIL	9_30	p204	M1979	Ecotypes
M1551P30	9_1425.root	9_1425 	root	ecotypes	2009	2011	2	Mil	field	SILLow.6	SIL	9_30	p200	M1551	Ecotypes
M1555P189	9_1426.leaf	9_1426	leaf	ecotypes	2009	2011	2	Mil	field	PAR.10.A6	PAR	9_30	p202	M1555	Ecotypes
M1554P162	9_1426.root	9_1426 	root	ecotypes	2009	2011	2	Mil	field	PAR.10.A6	PAR	9_30	p201	M1554	Ecotypes
M1554P158	9_1427.leaf	9_1427	leaf	ecotypes	2009	2011	2	Mil	field	SILLow.7	SIL	9_30	p201	M1554	Ecotypes
M1555P263	9_1427.root	9_1427 	root	ecotypes	2009	2011	2	Mil	field	SILLow.7	SIL	9_30	p202	M1555	Ecotypes
M1551P71	9_1435.leaf	9_1435	leaf	ecotypes	2009	2011	2	Mil	field	JAM.40.A	JAM	9_30	p200	M1551	Ecotypes
M1554P154	9_1435.root	9_1435 	root	ecotypes	2009	2011	2	Mil	field	JAM.40.A	JAM	9_30	p201	M1554	Ecotypes
M1961P1328	9_A_1.root	9_A_1	root	ecoGH	NA	2011	NA	Duke	PARsoil	silUpp2B	SIL	b09	p214	M1961	Ecotypes
M1958P1025	9_A_10.root	9_A_10	root	ecoGH	NA	2011	NA	Duke	PARsoil	silUpp2B	SIL	b09	p211	M1958	Ecotypes
M1955P777	9_A_3.root	9_A_3	root	ecoGH	NA	2011	NA	Duke	PARsoil	par22A2	PAR	b09	p208	M1955	Ecotypes
M1961P1322	9_A_9.root	9_A_9	root	ecoGH	NA	2011	NA	Duke	PARsoil	mil32A1	MIL	b09	p214	M1961	Ecotypes
M1955P809	9_B_8.root	9_B_8	root	ecoGH	NA	2011	NA	Duke	PARsoil	jam1A	JAM	b09	p208	M1955	Ecotypes
M1958P1079	9_C_10.soil	9_C_10	soil	ecoGH	NA	2011	NA	Duke	PARsoil	soil	soil	b09	p211	M1958	Ecotypes
M1960P1237	9_C_5.root	9_C_5	root	ecoGH	NA	2011	NA	Duke	PARsoil	jam6A	JAM	b09	p213	M1960	Ecotypes
M1959P1180	9_D_6.root	9_D_6	root	ecoGH	NA	2011	NA	Duke	PARsoil	silLow2	SIL	b09	p212	M1959	Ecotypes
M1956P854	9_D_7.root	9_D_7	root	ecoGH	NA	2011	NA	Duke	PARsoil	par13A	PAR	b09	p209	M1956	Ecotypes
M1960P1274	9_D_8.root	9_D_8	root	ecoGH	NA	2011	NA	Duke	PARsoil	silLow2	SIL	b09	p213	M1960	Ecotypes
M1958P1103	9_D_9.root	9_D_9	root	ecoGH	NA	2011	NA	Duke	PARsoil	silLow3	SIL	b09	p211	M1958	Ecotypes
M1977P1703	JAM_1C.leaf	JAM_1C	leaf	endog	NA	2012	NA	Jam	field	endog	endog	NA	p217	M1977	Ecotypes
M1978P284	JAM_2C.leaf	JAM_2C	leaf	endog	NA	2012	NA	Jam	field	endog	endog	NA	p203	M1978	Ecotypes
M1554P122	JAM_3C.leaf	JAM_3C	leaf	endog	NA	2012	NA	Jam	field	endog	endog	NA	p201	M1554	Ecotypes
M1979P429	JAM_3C.root	JAM_3C	root	endog	NA	2012	NA	Jam	field	endog	endog	NA	p204	M1979	Ecotypes
M1555P242	JAM_E1.leaf	JAM_E1	leaf	ecotypes	NA	2012	NA	Jam	field	endog	endog	NA	p202	M1555	Ecotypes
M1955P763	JAM_E1.root	JAM_E1	root	ecotypes	NA	2012	NA	Jam	field	endog	endog	NA	p208	M1955	Ecotypes
M1551P76	JAM_E2.leaf	JAM_E2	leaf	ecotypes	NA	2012	NA	Jam	field	endog	endog	NA	p200	M1551	Ecotypes
M1551P41	JAM_E3.leaf	JAM_E3	leaf	ecotypes	NA	2012	NA	Jam	field	endog	endog	NA	p200	M1551	Ecotypes
M1980P478	JAM_E3.root	JAM_E3	root	ecotypes	NA	2012	NA	Jam	field	endog	endog	NA	p205	M1980	Ecotypes
M1977P1697	JAM_E4.leaf	JAM_E4	leaf	ecotypes	NA	2012	NA	Jam	field	endog	endog	NA	p217	M1977	Ecotypes
